Title,Image URL,Price,Short Description,Stock Status,Stock Quantity,SKU,Categories,Tags,Weight,Dimensions,Reviews
Metang,https://scrapeme.live/wp-content/uploads/2018/08/375.png,£78.00,"When two Beldum fuse together, Metang is formed. The brains of the Beldum are joined by a magnetic nervous system. This Pokémon turns its arms to the rear for traveling at high speed.",In stock,227,6906,"Categories: Iron Claw, Pokemon","Tags: Clear Body, Iron Claw, metang",446.4 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Metang” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Metagross,https://scrapeme.live/wp-content/uploads/2018/08/376.png,£170.00,"Metagross is the result of two Metang achieving fusion. When hunting, this Pokémon pins the prey to the ground under its massive body. It then eats the helpless victim using the large mouth on its stomach.",In stock,177,8825,"Categories: Iron Leg, Pokemon","Tags: Clear Body, Iron Leg, metagross",1212.5 kg,5 x 5 x 5 cm,"Reviews
There are no reviews yet.




Be the first to review “Metagross” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Regirock,https://scrapeme.live/wp-content/uploads/2018/08/377.png,£66.00,"Regirock’s body is composed entirely of rocks. Recently, a study made the startling discovery that the rocks were all unearthed from different locations.",In stock,65,5687,"Categories: Pokemon, Rock Peak","Tags: Clear Body, regirock, Rock Peak",507.1 kg,5 x 5 x 5 cm,"Reviews
There are no reviews yet.




Be the first to review “Regirock” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Regice,https://scrapeme.live/wp-content/uploads/2018/08/378.png,£165.00,"Regice cloaks itself with frigid air of -328 degrees Fahrenheit. Things will freeze solid just by going near this Pokémon. Its icy body is so cold, it will not melt even if it is immersed in magma.",In stock,107,2261,"Categories: Iceberg, Pokemon","Tags: Clear Body, Iceberg, regice",385.8 kg,5 x 5 x 5 cm,"Reviews
There are no reviews yet.




Be the first to review “Regice” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Registeel,https://scrapeme.live/wp-content/uploads/2018/08/379.png,£196.00,Registeel was imprisoned by people in ancient times. The metal composing its body is thought to be a curious substance that is not of this earth.,In stock,67,6723,"Categories: Iron, Pokemon","Tags: Clear Body, Iron, registeel",451.9 kg,6 x 6 x 6 cm,"Reviews
There are no reviews yet.




Be the first to review “Registeel” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Latias,https://scrapeme.live/wp-content/uploads/2018/08/380.png,£126.00,Latias is highly intelligent and capable of understanding human speech. It is covered with a glass-like down. The Pokémon enfolds its body with its down and refracts light to alter its appearance.,In stock,245,5077,"Categories: Eon, Pokemon","Tags: Eon, latias, Levitate",88.2 kg,4 x 4 x 4 cm,"Reviews
There are no reviews yet.




Be the first to review “Latias” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Latios,https://scrapeme.live/wp-content/uploads/2018/08/381.png,£166.00,Latios will only open its heart to a Trainer with a compassionate spirit. This Pokémon can fly faster than a jet plane by folding its forelegs to minimize air resistance.,In stock,197,7850,"Categories: Eon, Pokemon","Tags: Eon, latios, Levitate",132.3 kg,6 x 6 x 6 cm,"Reviews
There are no reviews yet.




Be the first to review “Latios” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Kyogre,https://scrapeme.live/wp-content/uploads/2018/08/382.png,£27.00,"Kyogre is said to be the personification of the sea itself. Legends tell of its many clashes against Groudon, as each sought to gain the power of nature.",In stock,136,5206,"Categories: Pokemon, Sea Basin","Tags: Drizzle, kyogre, Sea Basin",776 kg,14 x 14 x 14 cm,"Reviews
There are no reviews yet.




Be the first to review “Kyogre” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Groudon,https://scrapeme.live/wp-content/uploads/2018/08/383.png,£124.00,"Through Primal Reversion and with nature’s full power, it will take back its true form. It can cause magma to erupt and expand the landmass of the world.",In stock,138,6626,"Categories: Continent, Pokemon","Tags: Continent, Drought, groudon",2094.4 kg,11 x 11 x 11 cm,"Reviews
There are no reviews yet.




Be the first to review “Groudon” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Rayquaza,https://scrapeme.live/wp-content/uploads/2018/08/384.png,£97.00,"It flies forever through the ozone layer, consuming meteoroids for sustenance. The many meteoroids in its body provide the energy it needs to Mega Evolve.",In stock,31,5410,"Categories: Pokemon, Sky High","Tags: Air Lock, rayquaza, Sky High",455.2 kg,23 x 23 x 23 cm,"Reviews
There are no reviews yet.




Be the first to review “Rayquaza” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Jirachi,https://scrapeme.live/wp-content/uploads/2018/08/385.png,£111.00,Jirachi will awaken from its sleep of a thousand years if you sing to it in a voice of purity. It is said to make true any wish that people desire.,In stock,294,7952,"Categories: Pokemon, Wish","Tags: jirachi, Serene Grace, Wish",2.4 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Jirachi” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Turtwig,https://scrapeme.live/wp-content/uploads/2018/08/387.png,£101.00,"It undertakes photosynthesis with its body, making oxygen. The leaf on its head wilts if it is thirsty.",In stock,254,8788,"Categories: Pokemon, Tiny Leaf","Tags: Overgrow, Tiny Leaf, turtwig",22.5 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Turtwig” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Grotle,https://scrapeme.live/wp-content/uploads/2018/08/388.png,£154.00,It knows where pure water wells up. It carries fellow Pokémon there on its back.,In stock,187,7359,"Categories: Grove, Pokemon","Tags: grotle, Grove, Overgrow",213.8 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Grotle” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Torterra,https://scrapeme.live/wp-content/uploads/2018/08/389.png,£87.00,Small Pokémon occasionally gather on its unmoving back to begin building their nests.,In stock,146,8373,"Categories: Continent, Pokemon","Tags: Continent, Overgrow, torterra",683.4 kg,7 x 7 x 7 cm,"Reviews
There are no reviews yet.




Be the first to review “Torterra” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Chimchar,https://scrapeme.live/wp-content/uploads/2018/08/390.png,£143.00,The gas made in its belly burns from its rear end. The fire burns weakly when it feels sick.,In stock,242,5021,"Categories: Chimp, Pokemon","Tags: Blaze, chimchar, Chimp",13.7 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Chimchar” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Monferno,https://scrapeme.live/wp-content/uploads/2018/08/391.png,£68.00,It uses ceilings and walls to launch aerial attacks. Its fiery tail is but one weapon.,In stock,299,8413,"Categories: Playful, Pokemon","Tags: Blaze, monferno, Playful",48.5 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Monferno” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Infernape,https://scrapeme.live/wp-content/uploads/2018/08/392.png,£165.00,It tosses its enemies around with agility. It uses all its limbs to fight in its own unique style.,In stock,82,3225,"Categories: Flame, Pokemon","Tags: Blaze, Flame, infernape",121.3 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Infernape” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Prinplup,https://scrapeme.live/wp-content/uploads/2018/08/394.png,£177.00,It lives a solitary life. Its wings deliver wicked blows that can snap even the thickest of trees.,In stock,52,5785,"Categories: Penguin, Pokemon","Tags: Penguin, prinplup, Torrent",50.7 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Prinplup” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Empoleon,https://scrapeme.live/wp-content/uploads/2018/08/395.png,£42.00,The three horns that extend from its beak attest to its power. The leader has the biggest horns.,In stock,232,2449,"Categories: Emperor, Pokemon","Tags: Emperor, empoleon, Torrent",186.3 kg,5 x 5 x 5 cm,"Reviews
There are no reviews yet.




Be the first to review “Empoleon” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Starly,https://scrapeme.live/wp-content/uploads/2018/08/396.png,£59.00,"They flock around mountains and fields, chasing after bug Pokémon. Their singing is noisy and annoying.",In stock,110,3055,"Categories: Pokemon, Starling","Tags: Keen Eye, Starling, starly",4.4 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Starly” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Staravia,https://scrapeme.live/wp-content/uploads/2018/08/397.png,£158.00,It lives in forests and fields. Squabbles over territory occur when flocks collide.,In stock,263,1799,"Categories: Pokemon, Starling","Tags: Intimidate, staravia, Starling",34.2 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Staravia” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Staraptor,https://scrapeme.live/wp-content/uploads/2018/08/398.png,£42.00,"When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings.",In stock,131,9866,"Categories: Pokemon, Predator","Tags: Intimidate, Predator, staraptor",54.9 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Staraptor” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Bidoof,https://scrapeme.live/wp-content/uploads/2018/08/399.png,£128.00,It constantly gnaws on logs and rocks to whittle down its front teeth. It nests alongside water.,In stock,264,1171,"Categories: Plump Mouse, Pokemon","Tags: bidoof, Plump Mouse, Simple",44.1 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Bidoof” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Bibarel,https://scrapeme.live/wp-content/uploads/2018/08/400.png,£114.00,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.,In stock,156,6844,"Categories: Beaver, Pokemon","Tags: Beaver, bibarel, Simple",69.4 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Bibarel” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
